hour,nl,de,uk
5257,19117,29489,23851
5258,18580,29112,24234.5
5259,18399.5,28326.5,24650
5260,18486.5,27687.5,24746
5261,18491.5,27450,24331.5
5262,18522,27563,24613.5
5263,18338.5,29086.5,24136.5
5264,18891.5,30441,22411.5
5265,20196,29520.5,21089.5
5266,21419.5,27668.5,19959
5267,22661,26605,19698
5268,23646,26830,19575
5269,23087,25567,19784
5270,22480,24022,19786.5
5271,21950,23094.5,19088.5
5272,21599,22657.5,19452.5
5273,21520,22709,20969.5
5274,21886.5,22579,21859.5
5275,22504.5,22050.5,22583.5
5276,22593.5,20757,23498
5277,22563.5,21095,23021
5278,22943,22172.5,21875
5279,22402,23663,21136
5280,20730,25011.5,20748
5281,19668,26427.5,20774
5282,19413,26282,21678.5
5283,19514,25202,22971.5
5284,19634,24487.5,23461.5
5285,20196,24261,23712
5286,21560,24460.5,24463.5
5287,24878.5,26189.5,24365
5288,27838,28383.5,22435.5
5289,29482,28098.5,21295.5
5290,30106.5,27130.5,20852.5
5291,30686.5,26520.5,20740.5
5292,31450.5,27084,21006
5293,31316,25904,21963
5294,31102,25506.5,23233.5
5295,30224.5,24971,26812.5
5296,29269.5,24679,29984.5
5297,28637,24608.5,31770.5
5298,28651.5,24680.5,32221.5
5299,28713,25761.5,32803
5300,28559,29191,33365
5301,27782,32915,33366.5
5302,27668,34210.5,33026.5
5303,25968.5,34620,31932.5
5304,23469,35082.5,31305.5
5305,21670,35461.5,30384
5306,21208,35265.5,30460
5307,21215.5,34999.5,30796.5
5308,21309,34383.5,30748
5309,21797,34005.5,29690
5310,22820.5,33408,29264
5311,25576,34359.5,27661.5
5312,27943.5,35844,25199
5313,29077,35206,23600.5
5314,29598,33540,22798.5
5315,30363,31995.5,22474.5
5316,31012,31250.5,22645.5
5317,30981,29348.5,23455.5
5318,30852.5,28219,24618.5
5319,30078.5,27610.5,27555
5320,29547,27436,30240.5
5321,29090,27154,31437
5322,29230,27139,31649
5323,29249.5,27876.5,32094
5324,28856.5,30349,32558
5325,28024,33585.5,31883.5
5326,28092,34719,31462.5
5327,26365.5,35011.5,30990
5328,23917,34843.5,31106
5329,22336.5,34802,30659
5330,21839,35319,30913.5
5331,21618,35230.5,31241.5
5332,21722,34891,31250.5
5333,22171.5,34657.5,30382
5334,23329.5,34046,29946
5335,26207.5,34956.5,28578.5
5336,28926.5,36144.5,25972.5
5337,30341.5,35379,24073
5338,31067.5,33884.5,23571.5
5339,31779.5,32715.5,23185
5340,32398.5,31749.5,23434.5
5341,32066,30047.5,24131
5342,31410.5,28872.5,24961.5
5343,30446,28038.5,28071
5344,29721,27638.5,31163.5
5345,29249.5,27371,32560.5
5346,29405,27606.5,32711
5347,29386,28289,33079
5348,29123,30641,33647.5
5349,28531,33665.5,33153.5
5350,28113.5,34611.5,32871
5351,26323,34881.5,32188.5
5352,23767,35384,31807.5
5353,22202.5,35820,30990
5354,21784,35764,30692
5355,21517,35501,30733.5
5356,21604.5,35148,30479.5
5357,22209.5,35027.5,29658
5358,23267.5,34393.5,29133.5
5359,26300,35200,27344
5360,29046,36563.5,24538
5361,30818.5,35990,22346
5362,31230,34286.5,21197
5363,31926.5,33045,20525
5364,32620,32285,20725.5
5365,32091,30540.5,21116.5
5366,31436.5,29325,20583.5
5367,30790,28584,19536.5
5368,30154.5,27884,19986.5
5369,29648,28037,21380
5370,29768.5,28139.5,22904.5
5371,29656,28649.5,23925.5
5372,29285.5,31120,25030.5
5373,28389.5,33936.5,24780
5374,27683.5,34898.5,23900.5
5375,25859.5,35335,23139
5376,23538,36011,22715
5377,21843.5,36423,22609
5378,21250.5,36317.5,23110
5379,21103.5,36149.5,23722.5
5380,21119,35643.5,23829.5
5381,21626.5,35154,23699
5382,22964.5,34225,23968.5
5383,25532.5,34928.5,23705
5384,28245.5,36391,21910
5385,29929,35858,20762
5386,30363.5,34128.5,20280
5387,30809,32726.5,20113.5
5388,31317,32168,20269.5
5389,30871.5,31143.5,20980
5390,29438,29683.5,21409.5
5391,28684.5,28629.5,23304
5392,28241.5,28319,25867
5393,28056.5,27928,27745.5
5394,28523,27900,28771
5395,28640,28291,29149
5396,28115,30464,29784.5
5397,27355.5,33222.5,29594.5
5398,26915,34260,28922
5399,25473,34811,28213.5
5400,23403,35161.5,27876.5
5401,21674.5,35643.5,27519
5402,20811.5,35621,27798.5
5403,20174.5,34964.5,27970
5404,20268.5,34128,27673.5
5405,20548,33625.5,26814.5
5406,20813.5,33187.5,26606
5407,21284.5,34002.5,25542.5
5408,22143,35750.5,23309
5409,23826,35020.5,21634.5
5410,25261.5,33040,20882.5
5411,26034,31585,20712.5
5412,26338.5,31102.5,20553
5413,25734.5,29619.5,20885
5414,24696,28436.5,20983
5415,23756.5,27386.5,21540
5416,23298.5,26467,22818.5
5417,23507.5,26096,24875
5418,24253.5,25741,26488.5
5419,24706.5,25197,27251
5420,24441.5,24524,27832
5421,23949,24951,27707
5422,23608,26400,26861.5
5423,22058,28155.5,26016
5424,20374.5,29298,25534
5425,19254.5,29918,25361
5426,18594.5,29823.5,25871
5427,18366.5,29006.5,26378
5428,18348,28163.5,26278
5429,18386.5,27871.5,25322.5
5430,18651,27578,25215
5431,18829,28878,24749
5432,19644.5,30880,22779.5
5433,20783,30103,21079.5
5434,22015,28403.5,20386
5435,23267.5,27575.5,20305
5436,24319,27796.5,20702.5
5437,23977.5,26983.5,20885
5438,23248.5,25605,20513.5
5439,22659.5,24772.5,19869
5440,22517,24356.5,20439
5441,22488.5,24192.5,21423
5442,22955.5,23834.5,22576.5
5443,23411.5,23206.5,23616.5
5444,23467,21825.5,24852
5445,23440.5,21793.5,24776
5446,23302.5,22946.5,24163
5447,22470.5,24448,23450.5
5448,20488.5,25861,22932.5
5449,19833.5,27151.5,22813.5
5450,19425.5,26846.5,23295
5451,19362,25694,23937.5
5452,19584.5,24885.5,23902
5453,20116,24580.5,23358.5
5454,21533,24514,24001
5455,25175.5,25801,24515
5456,28332.5,28517.5,22516.5
5457,30148,28490,21027.5
5458,31065.5,27593,20819
5459,32041.5,27220.5,20799.5
5460,33186,27972.5,21086.5
5461,32795.5,27040,21796.5
5462,32369.5,26196.5,22942.5
5463,31661.5,25854,26371.5
5464,30802.5,25509.5,29620.5
5465,30073,25245,30964.5
5466,29945.5,25240,31120.5
5467,29782.5,25807,31507
5468,29524.5,27528,32245
5469,28834.5,30389.5,32257.5
5470,28106,31940.5,32083.5
5471,25754,32931,31391.5
5472,23098,33431.5,30803
5473,22147,33914.5,30354
5474,21815,33711,30244.5
5475,21392.5,33255,30488.5
5476,21494,32678,30484.5
5477,21950.5,32322,29656
5478,23389,31774.5,29237
5479,26309,32437,28044
5480,29087,34401.5,25218.5
5481,31193,34045,23181.5
5482,31821.5,32629.5,22628.5
5483,32472.5,31494.5,22615.5
5484,33348.5,30940.5,22862
5485,32746,29251.5,23677
5486,32407,27872.5,24698
5487,32107.5,27320,27499
5488,31727.5,27102.5,30245
5489,31318.5,26762.5,31522
5490,31057.5,27016,31663
5491,30821.5,27357,32411
5492,30631,29549.5,33274
5493,30112,32230.5,33046.5
5494,29063.5,33176,32892.5
5495,26953,33682.5,32209
5496,24567.5,34007.5,31224
5497,23601,34303,30689.5
5498,23017,33815,30545.5
5499,22427.5,33034,30549.5
5500,22447.5,32193,30444
5501,22742,31826.5,29685.5
5502,23939,31573,29541.5
5503,26710.5,32586.5,28462.5
5504,29392,35045,26213
5505,31311,34933,24521
5506,32182.5,33392.5,24127
5507,32962.5,32118.5,23970.5
5508,33659,31530,24308.5
5509,33172,29777,24716.5
5510,32775,28872,25513.5
5511,31926.5,28515.5,28353.5
5512,31024.5,27847,31217.5
5513,30427,27471.5,32639
5514,30319.5,27664,32970
5515,29977.5,28099.5,33650.5
5516,29478.5,30440.5,34378.5
5517,29107,33202.5,34012
5518,28671,33950,33814.5
5519,26721,34182.5,32703.5
5520,24413,34228.5,32049.5
5521,22919.5,34585.5,31467.5
5522,22422,34414.5,31427
5523,21905.5,34082,31518.5
5524,22009.5,33821,31123
5525,22476.5,33626,30046
5526,23648.5,33263.5,29409.5
5527,26787.5,34062.5,28101
5528,29161.5,36080.5,25578.5
5529,30469,35528.5,23764
5530,30833,33745,23110
5531,31135,32382.5,22845.5
5532,31995.5,31352,23010
5533,31552,29528,23504
5534,31079.5,28140,24410
5535,30213.5,27206.5,27555.5
5536,29306,26760,30677.5
5537,28948.5,26532,32201
5538,29119.5,26954,32414.5
5539,29118,27466.5,32837
5540,29112,30026,33498.5
5541,28842.5,33015.5,33264
5542,28609,33943,32877.5
5543,26571,34330.5,32350.5
5544,24236.5,34929.5,31693
5545,22688.5,35215.5,30932.5
5546,22257,35050,30743
5547,21871.5,34555.5,30677.5
5548,21778,33974,30365
5549,22212,33418,29499
5550,23451,32744,28901.5
5551,26124,33501,27923
5552,28736.5,35534.5,25324
5553,30229.5,35241,23370.5
5554,30546,33495,22645
5555,30941.5,32098.5,22558.5
5556,31569,31097.5,22898
5557,31319,29244,23452.5
5558,30654,27940.5,24357
5559,28963.5,27276,27134
5560,28569,26847,29993.5
5561,28408.5,26693.5,31314
5562,28690,26929.5,31349
5563,28784.5,27266.5,31566.5
5564,28564,29688.5,31730
5565,27963,32858.5,31151
5566,27730.5,34123.5,30386.5
5567,26087,34418.5,29553.5
5568,23952,34728.5,28948.5
5569,21897,34906.5,28439
5570,20941,34498.5,28498.5
5571,20867.5,33823,28516
5572,21240,33178.5,28429
5573,21192,32771,27599
5574,21363,32387,27191
5575,21569,33275.5,26296.5
5576,22799,34913,24119
5577,24270,34367,22236
5578,25502,32204,21198.5
5579,26006,30749,20727.5
5580,26470,30173,20960.5
5581,26155.5,28443.5,21248.5
5582,25203.5,26988.5,21045.5
5583,24006,26333,21117
5584,23687,25728,22394.5
5585,23580.5,25468,24020
5586,23928.5,25710,24859
5587,24238.5,25326,25116.5
5588,24174.5,24726.5,25218
5589,23747,25488,24469
5590,23777.5,26939.5,23388.5
5591,22629,28004,22409.5
5592,21034.5,28561.5,21978
5593,19917.5,28920.5,21914
5594,19198.5,29258,22633
5595,19173.5,28512.5,23393.5
5596,19259,27753.5,23612.5
5597,19145.5,27470,22944
5598,19219,27325,22836.5
5599,19224,28386,22590
5600,19615,30850.5,20860.5
5601,20754.5,30575,19559
5602,21535.5,28743.5,18940.5
5603,22486.5,27793.5,18608
5604,23667.5,27697,18354.5
5605,23751.5,26412.5,18299
5606,22994,25227.5,17977.5
5607,22525.5,24024.5,17778
5608,22480.5,23513.5,18279.5
5609,22769.5,23294.5,19534
5610,23378.5,23008.5,20028
5611,23811,22798,20464.5
5612,23939,21829.5,21215
5613,24118.5,22201,20674.5
5614,24059,22852,19714
5615,23093,23693.5,19064.5
5616,21356,24763,18764
5617,21346,25890.5,18976.5
5618,21451.5,25631,20072.5
5619,20393,24611.5,21054.5
5620,20222,23809.5,21476.5
5621,20962.5,23533,21332.5
5622,22659,23747.5,21641.5
5623,26495,25270,21818
5624,29392,28434,20401
5625,31372.5,28524,18855.5
5626,32606.5,27584,18085
5627,33481,27071,17921
5628,34407,27350,17933.5
5629,33893.5,26021.5,18129
5630,33317.5,25083,17985.5
5631,32944,24568,18055
5632,32796.5,24534,18621.5
5633,31978,24532,19341.5
5634,31727,24963,19963.5
5635,31414.5,25652,20641
5636,31101.5,29210.5,21478
5637,30702.5,32454.5,21276
5638,29817,33645,20513.5
5639,27636,33890,19992
5640,25074,34096.5,19792
5641,24001,34567,20125
5642,23358.5,34355.5,21207.5
5643,22753.5,33952.5,21878
5644,22822.5,33363,22453
5645,23474.5,32948,22335
5646,24606.5,32411.5,22711
5647,27497,33316.5,23028.5
5648,29750,35819,21387
5649,31428.5,35494,19904
5650,32282.5,33668.5,19368
5651,32980,32142.5,19505
5652,33715.5,31137.5,19615.5
5653,33326,29296.5,20239
5654,32546.5,27755.5,21289.5
5655,31914,27111,24678
5656,31308,26784,28199.5
5657,30584.5,26688.5,29897.5
5658,30453.5,27021,30433.5
5659,30345,27621,30935
5660,29957,30488.5,31553
5661,29509.5,33243.5,31337.5
5662,28819,34192,31072.5
5663,26950,34240.5,30695.5
5664,25418,34483.5,30458.5
5665,24209,34901.5,29702.5
5666,23671,34686,29641.5
5667,23078.5,34502.5,29754
5668,22896,33979,29432.5
5669,23507.5,33689.5,28286
5670,24948,33001,27769
5671,27836.5,33467,26804.5
5672,30179.5,35337,24481.5
5673,31533,35090,22502
5674,31946,33195,22038
5675,32521.5,31571.5,21746.5
5676,33095.5,30457.5,21755
5677,32614,28477.5,22243.5
5678,32114.5,26854.5,23313
5679,31467.5,26069,26523
5680,30588,25803.5,29773.5
5681,29958.5,25635.5,31401.5
5682,30089.5,25942.5,31744
5683,30023,26902.5,32349
5684,29807.5,29878,33036.5
5685,29549.5,32877,32651.5
5686,28680,33818.5,32269
5687,26463,33630.5,31556
5688,24248,33711.5,30944
5689,22806.5,33935.5,30336.5
5690,22282,33625.5,30391.5
5691,21833.5,33240,30717.5
5692,21942,32618.5,30355
5693,22426,32390,29199.5
5694,23709,31946.5,28531
5695,26935,32749,26921
5696,29586,35014.5,24146
5697,30900,34955.5,22826.5
5698,31296,33279.5,22416.5
5699,31958,31618.5,22067
5700,32598,30306,22227
5701,32297,28183.5,22736.5
5702,32259,26199.5,23766.5
5703,31767.5,25678,26970.5
5704,31458,25639,30031.5
5705,30813.5,25899,31546
5706,30887,26341,31977.5
5707,30695,27063.5,32334.5
5708,30601,29924.5,32731
5709,30225,32667,32204.5
5710,28924,33524.5,31641
5711,26822,33226,30971.5
5712,24375.5,33385,30577.5
5713,23097,33252,29783
5714,22637,33073.5,29832
5715,22328.5,32967.5,29989
5716,22354,32433,29934.5
5717,22830,32337,29061.5
5718,24406.5,32002.5,28444
5719,27744.5,32965.5,26990
5720,30489,34962,24373
5721,32265.5,34698,22737.5
5722,32895,33071.5,22401
5723,33646,31519.5,22016.5
5724,34326,30381.5,22122.5
5725,33425,28108,22775.5
5726,32231,26397,23569.5
5727,30611.5,25352.5,26453.5
5728,29801.5,25156,29489.5
5729,29409.5,25224.5,30983.5
5730,29817,25530.5,30934
5731,30008.5,26232,31290
5732,29672,28806,31641
5733,29094,31681,31181
5734,27858,32977,30510
5735,26119,33157,29620.5
5736,24078.5,33173,29216.5
5737,22621.5,33306.5,28688
5738,22087,32950,28838.5
5739,21709.5,32323.5,28838
5740,21367.5,31767.5,28518.5
5741,21240,31586.5,27424.5
5742,21484,31328.5,26636
5743,22087,31941,26028
5744,23141.5,33758,23976
5745,24768.5,33482.5,22122
5746,25976.5,31928.5,21354
5747,26918,30523,21036
5748,27415,29702,21294.5
5749,26611,27974.5,21549
5750,25462,26780,21416.5
5751,24693,25876,21400
5752,24259,25974,22376
5753,24192.5,26081,23936.5
5754,24459,26025,24837
5755,24895.5,25391.5,25197
5756,24937,25046,25371
5757,24658,25516.5,24532
5758,24011,26725.5,23474
5759,22906.5,27639,22698
5760,21283.5,27908,22405
5761,19734,27965.5,22436
5762,19079,27664.5,23151
5763,18663,26969,23826.5
5764,18421,25845,24089.5
5765,19022,25730.5,23460
5766,19057,25820.5,23285
5767,19330.5,26723,23086.5
5768,19968,29293.5,21731
5769,20883,29413,20684.5
5770,21884,27552.5,19635
5771,22859,26210,19241
5772,24170.5,25949.5,19017
5773,24222,24583.5,18914.5
5774,23613.5,22994.5,18679
5775,23000,21644.5,18837
5776,22565,21085.5,19248.5
5777,22993.5,21312,20248
5778,23291,21826.5,21320.5
5779,24125.5,21854,22373
5780,24397.5,21344,23640.5
5781,24710.5,21364.5,23483.5
5782,24030,22524.5,22595
5783,23144,23890.5,21929.5
5784,21396.5,25158.5,21679.5
5785,20283.5,26225.5,21699
5786,19868,26000,22437
5787,19928.5,25241,23492.5
5788,20298,24782.5,23801.5
5789,20436,24825,23475
5790,22016.5,25347.5,23837.5
5791,26192.5,26488,23854.5
5792,29095.5,29011,22189.5
5793,30894.5,29700,20787.5
5794,31542,28606,20277
5795,32081,28207,20552
5796,32626.5,28547,20881
5797,32265.5,27216.5,21696.5
5798,31774,26456,22836.5
5799,31188.5,25905,26266.5
5800,30620,25560.5,29014.5
5801,29996.5,25729.5,30829
5802,30047,26260,31506.5
5803,30086.5,27452.5,32261
5804,30077,30743.5,32906.5
5805,29774,33475,32461.5
5806,28503.5,34141.5,32294
5807,26303.5,34043.5,31720.5
5808,23896,34042.5,31243.5
5809,22486.5,34318.5,30761
5810,22191.5,34054,30744
5811,22101.5,33863,30745.5
5812,22327,33492,30430
5813,22966,33320,29320
5814,24278.5,33040.5,28434.5
5815,27353.5,33795.5,27272.5
5816,29831.5,35842,25122
5817,31006,36384,23429.5
5818,31387,34545,22488.5
5819,32148.5,33018,22172
5820,32504,32035.5,22400.5
5821,31774,29950,22954.5
5822,31134,28685,23600.5
5823,30350,28256,26589
5824,29685.5,28036,29682
5825,29046,27923.5,31067.5
5826,29203,27956.5,31329
5827,29325,28671.5,31732
5828,29381.5,31849.5,32032.5
5829,29709.5,34593.5,31364
5830,28572.5,35609,30899
5831,26191,35447.5,30578
5832,23793,35239,30352.5
5833,23136,35515.5,29670.5
5834,22926.5,35458.5,29948
5835,22756,35203.5,29976
5836,22803,34717,29640
5837,23397.5,34367.5,28703
5838,24682.5,33821,27922.5
5839,27908,33971,26629
5840,30305,35964.5,24259.5
5841,31368,36369,22952.5
5842,31468.5,34509,22085
5843,31709,32919.5,21595
5844,32259.5,31737.5,21691.5
5845,31943.5,29650,22355
5846,31850.5,28537,23674
5847,31392.5,27821.5,26697.5
5848,30658.5,27719,29557.5
5849,29732.5,27722,31127.5
5850,29674.5,28158,31429.5
5851,29869,28656.5,31990
5852,30184.5,31449.5,32641
5853,30447.5,33731,32364
5854,29053.5,34448.5,32068
5855,26814,34118,31478.5
5856,24537,34007.5,31105
5857,23105.5,33928,30514.5
5858,22661.5,33310.5,30194
5859,22533.5,32999,29878
5860,22557,32733,29423
5861,23264.5,32743.5,28324.5
5862,24531.5,32720.5,27271
5863,27680.5,33795.5,26406
5864,30067.5,36250,24757.5
5865,31060.5,36556,23063
5866,31149,34763,22188
5867,31522.5,33111,21667
5868,32186,31951,21606
5869,31899.5,29931.5,21746.5
5870,31872.5,28620,21480
5871,31217,28162,21698
5872,30754,27929.5,22809
5873,30073,27938,24054.5
5874,30061,28178.5,24889.5
5875,30272,29047,25839
5876,30487.5,31797,26712
5877,30704,34041,26550.5
5878,29206.5,34708.5,25787.5
5879,26978,34515.5,25060
5880,24724,34396.5,24456.5
5881,23471.5,34498.5,24069
5882,22983,33959,24447
5883,22878,33674,24914
5884,23018.5,33227,24913.5
5885,23786.5,33079.5,24552.5
5886,25038,32963,24225
5887,28214,33364,24293.5
5888,30557.5,35348.5,22543.5
5889,31749.5,35951.5,21163.5
5890,31830.5,34220,20198.5
5891,32200,32738,19709.5
5892,32412,31809.5,19711.5
5893,31775.5,30069.5,20361
5894,31170,28476.5,21459
5895,30546.5,27937,23806
5896,29924.5,27299,26312
5897,29279.5,27159,27549
5898,29498,27440.5,27949
5899,29491.5,28117.5,28445
5900,29611,30845.5,28882.5
5901,29919,32969,28338.5
5902,28414.5,33589.5,27499
5903,26496.5,33348.5,26843.5
5904,24230,33416.5,26324.5
5905,22476,33823.5,26135.5
5906,21619,33408.5,26296.5
5907,21523.5,32859,26403.5
5908,21271,32319.5,26213
5909,21419,32030,25340.5
5910,21764.5,32168.5,24899.5
5911,22341.5,33317.5,24646
5912,23510,35437,22780.5
5913,25394.5,35718,20996.5
5914,26413,33412,19945.5
5915,26970,31563,19519
5916,27335,30613.5,19662.5
5917,26435,28737.5,19607.5
5918,25625.5,27235.5,19521
5919,24800.5,26163,20505
5920,24202,25578,21926.5
5921,24000.5,25945,23492.5
5922,24476,26032,24484.5
5923,25145,25745.5,25128.5
5924,25522.5,24742.5,25276
5925,25754,25150,24518.5
5926,24663.5,26767.5,23535
5927,23572.5,28252.5,22909
5928,21602,28870.5,22499.5
5929,20089,29220,22448.5
5930,19556.5,28636.5,22792.5
5931,19414,27586.5,23253.5
5932,19345.5,26883.5,23259.5
5933,19504,26754.5,22374.5
5934,19637.5,26860,22097
5935,19203.5,27611.5,22370.5
5936,19783,29999.5,20882
5937,20719,30611,19541.5
5938,21781,28994,18534
5939,22411,27843,18055
5940,22880.5,28096.5,17794.5
5941,22470.5,27150,17678
5942,21639.5,25951,17304
5943,21047.5,25169.5,17779
5944,20661.5,24718,18978
5945,20907.5,24348,20190
5946,22020.5,24237,21064
5947,23589.5,23795,21784
5948,24536,22563.5,22523.5
5949,25385.5,22552.5,22255
5950,24892,23618.5,21458
5951,23911,24489,20860.5
5952,21975.5,25122.5,20736.5
5953,20616,25757,20979
5954,20342.5,25337.5,22068.5
5955,20283,24118,23219.5
5956,20462,23419,23587
5957,21301,23287.5,23255
5958,23118,23674.5,23183.5
5959,27195.5,25197.5,23400.5
5960,29788,28075.5,21499.5
5961,31017.5,29504,20284
5962,31013.5,28551,20005
5963,31151.5,27926,19477
5964,31542,28568,19667.5
5965,31049.5,27499.5,20212.5
5966,30423,26675.5,21494
5967,29991,26436,25450.5
5968,29590.5,26439.5,28913.5
5969,29083,26265.5,31055
5970,29322.5,26707.5,32228
5971,29818,27969,33026.5
5972,30369,30948.5,33956.5
5973,30740.5,33195.5,33508.5
5974,29148.5,34187.5,33081
5975,26947,34121,32292
5976,24762,34191.5,31619.5
5977,22915.5,34539.5,30772
5978,22419.5,34275.5,30035
5979,21988.5,34035,29820.5
5980,22088.5,33526,29359.5
5981,22754.5,33282.5,28159.5
5982,24433.5,33029.5,27080.5
5983,27928.5,33636.5,26188.5
5984,30460.5,35257.5,23893
5985,32063,36317,22347
5986,32838.5,34614.5,21553.5
5987,33223,32945,21213
5988,34488,31984,21299.5
5989,33855,30385.5,21847.5
5990,33575,29298.5,22970
5991,33249.5,28757.5,26363
5992,32980.5,28279,29635
5993,32154,28204,31133.5
5994,32110.5,28603.5,31415.5
5995,31858.5,29251.5,31869
5996,31999.5,31729.5,32416
5997,32004.5,33953.5,32049
5998,30173.5,34387.5,31926
5999,27961.5,34046.5,31735.5
6000,25660,34025,31231.5
6001,24321.5,34165.5,30528.5
6002,23655,34004.5,30409
6003,23024,33861,30225
6004,23144.5,33485.5,29689.5
6005,23902.5,33390.5,28558
6006,25307.5,33443.5,27804
6007,28901.5,34102,26734
6008,31705.5,35893,24417
6009,33099,37051,22989.5
6010,33648,35399,22010
6011,34510.5,33891,21513.5
6012,35289,33103,21487
6013,35033,31520,21880.5
6014,34932.5,28855,23128.5
6015,34192.5,28209,27001.5
6016,33637,27676.5,30115.5
6017,33024,27513,31491
6018,32578,27755,31648
6019,32204.5,28528.5,32226.5
6020,32197,31107,32771.5
6021,31784.5,33297,32540
6022,30115.5,34088,32512.5
6023,27852,34559.5,32039.5
6024,25355,35281.5,31449
6025,24033.5,35212,30733
6026,23568,34679,30392.5
6027,23069,34269.5,30311.5
6028,23064,33176,29952.5
6029,23665.5,33347.5,28781.5
6030,25236.5,33150.5,27834.5
6031,28875,33481.5,26925
6032,31592,35141,24665.5
6033,32983.5,36075.5,23138.5
6034,33143.5,34213,22281
6035,33507.5,32492.5,21845.5
6036,34528,31794.5,21823.5
6037,33951.5,30147,22256.5
6038,33155,29015,23477
6039,32894,28454,27205.5
6040,32152,27928,30304.5
6041,31463,27827,31835.5
6042,31313,28217.5,32048
6043,31386.5,28984.5,32481
6044,31670,31599.5,33017.5
6045,31685.5,33925.5,32637.5
6046,29908.5,35091,32526.5
6047,27685,35364,32180
6048,25421,35567.5,31727
6049,23775.5,35869.5,31122.5
6050,23286,35427,30803.5
6051,22791,35382,30586
6052,22832,34745.5,30272.5
6053,23343,34401.5,29101
6054,24707,33786.5,28224
